edge_id,road_name,road_class,road_surface,lanes,highway_rt,length_feature_m,length_calc_m,from,to
2587176,NA,unclassified,rough,2,NA,243.6519,243.65190552102425,8970,8964
2587188,NA,unclassified,rough,2,NA,688.6572,688.6572369819751,8964,8997
2587180,NA,resource,paved,2,NA,723.9222,723.9222405645902,8970,9005
2587189,NA,unclassified,rough,2,NA,1328.962,1328.9619669080978,8997,9077
2587181,NA,resource,paved,2,NA,1485.3695,1485.3695068099453,8997,9058
2587197,NA,unclassified,rough,2,NA,926.1055,926.1054798067125,9126,9069
2587185,NA,resource,paved,2,NA,320.5864,320.5864455575901,9077,9117
2587177,NA,resource,paved,2,NA,1134.7002,1134.7001869959454,9077,9119
1471313,NA,unclassified,rough,2,NA,1321.1754,1321.1753608456243,9092,9108
2300135,Dunbar Crt,local,paved,2,NA,104.6825,104.68253067538859,8472,8505
2300133,Prestwick St,local,paved,2,NA,87.4356,87.43564077443742,8485,8472
1779035,Black Mountain Dr,local,paved,2,NA,93.8541,93.85411742604354,8545,8551
2155864,NA,resource,rough,2,NA,163.4841,163.48413092365203,8597,8551
2156304,unsigned,recreation,rough,2,NA,149.5076,149.5075862739706,8564,8597
2156305,unsigned,recreation,rough,2,NA,43.5086,43.50863643179297,8597,8613
1415991,unsigned,recreation,rough,2,NA,246.3377,246.33773911987083,8618,8666
2155746,NA,resource,rough,2,NA,676.3261,676.3260885052083,8666,8637
1170191,NA,recreation,rough,2,NA,420.7289,420.7289144023033,8735,8660
1170213,NA,recreation,rough,2,NA,120.7579,120.757875665292,8721,8712
1569137,NA,unclassified,rough,2,NA,362.7991,362.7990849680201,8713,8787
1144310,NA,recreation,rough,2,NA,435.8265,435.82652110258124,8752,8721
1465971,NA,unclassified,rough,2,NA,1120.5607,1120.5607423813597,8787,8818
1092763,NA,unclassified,rough,2,NA,386.8718,386.8717921586316,8818,8838
1514659,NA,unclassified,rough,2,NA,812.4154,812.4154253590374,8875,8839
1082309,NA,unclassified,rough,2,NA,488.4778,488.4777618427197,8852,8912
1572437,NA,unclassified,rough,2,NA,968.0374,968.0373825620454,8852,8918
1131261,NA,unclassified,rough,2,NA,554.9755,554.975519607999,8870,8912
1131227,NA,unclassified,rough,2,NA,186.9806,186.98057333171613,8921,8918
2423809,Tower Ranch Dr,local,paved,2,NA,537.8419,537.8418804289022,8444,8610
2404704,Tower Ranch Blvd,collector,paved,2,NA,595.5355,595.5354571164607,8444,8544
2468334,Summer Cres,strata,paved,2,NA,298.8277,298.82770824528325,8630,8638
2397573,Spring Lane,strata,paved,2,NA,55.3627,55.36272745866668,8678,8702
2468336,Tower Ranch Dr,strata,paved,2,NA,363.115,363.11499442462843,8638,8678
2397571,Tower Ranch Dr,strata,paved,2,NA,199.3713,199.3713166402356,8678,8673
2397572,Winter Lane,strata,paved,2,NA,219.4028,219.40284453324028,8697,8673
2468335,Tower Ranch Dr,strata,paved,2,NA,152.2574,152.25741011780434,8610,8638
2156262,Tower Ranch Blvd,restricted,loose,2,NA,1064.7866,1064.7865610956749,8765,8850
2404705,Tower Ranch Blvd,collector,paved,2,NA,116.1524,116.15237765408247,8544,8570
2404706,Tallgrass Trail,local,paved,2,NA,208.8111,208.8111250881101,8544,8509
2156261,Tower Ranch Blvd,restricted,loose,2,NA,130.4124,130.41236030438677,8744,8765
1824856,Tower Ranch Blvd,collector,paved,2,NA,150.7836,150.7836029436191,8570,8604
2156265,Tower Ranch Golf Course Access,recreation,paved,2,NA,242.3319,242.33192757430484,8699,8694
2404708,Foxtail Terr,local,paved,2,NA,245.6658,245.66576524921345,8509,8571
1675718,Tower Ranch Blvd,local,paved,2,NA,141.9569,141.95693856890173,8705,8744
1824857,Tower Ranch Blvd,collector,paved,2,NA,266.0594,266.0593958652712,8604,8682
1824858,Tower Ranch Blvd,strata,paved,2,NA,268.2678,268.267844229054,8604,8609
2155836,NA,resource,loose,2,NA,6.0785,6.078498581165444,8689,8694
2156266,Tower Ranch Golf Course Access,recreation,paved,2,NA,20.7349,20.734916619910432,8694,8699
1505272,Tower Ranch Golf Course Access,recreation,loose,2,NA,21.3387,21.338704282833568,8699,8705
1675715,Tower Ranch Blvd,local,paved,2,NA,50.1422,50.14217267965839,8682,8705
1416093,NA,unclassified,rough,2,NA,2005.5955,2005.5955217084233,8831,8391
1305984,NA,unclassified,rough,2,NA,469.3343,469.33425719776125,8862,8831
2395134,Bal Pl,local,paved,2,NA,165.7862,165.7862096230372,7810,7852
2458927,Deans Dr,local,paved,2,NA,144.7505,144.75054130813174,8151,8112
2458926,Deans Crt,local,paved,2,NA,86.9357,86.93565855967425,8106,8112
2155865,NA,driveway,rough,2,NA,23.0204,23.020431359872255,7871,7860
2510286,turning lane,yield,paved,1,NA,38.3094,38.30937024588472,7807,7802
2510288,Bal Pl,local,paved,2,NA,16.3056,16.305553041868112,7798,7802
2510287,turning lane,yield,paved,1,NA,34.7895,34.789500958762275,7802,7790
2510289,Bal Pl,local,paved,2,NA,15.4291,15.429071164566885,7802,7810
1269086,NA,unclassified,rough,2,NA,881.3354,881.3354495803586,7810,7922
2458925,NA,unclassified,rough,2,NA,290.4897,290.4897306973828,8293,8185
2409475,Carnegie St,local,paved,2,NA,229.1458,229.1458311919262,8427,8394
2409473,Carnoustie Dr,local,paved,2,NA,230.1054,230.10538344483842,8479,8427
2048308,Barra Lane,local,paved,2,NA,48.9689,48.968922645108634,8413,8404
2048306,Barra Lane,local,paved,2,NA,122.8624,122.86244539492243,8433,8413
2048307,Barra Lane,local,paved,2,NA,56.3562,56.35624872758637,8394,8413
2048304,Carnegie St,local,paved,2,NA,100.1134,100.11337731623298,8394,8433
1873488,Carnegie St,local,paved,2,NA,138.2696,138.26962696038555,8433,8479
1873490,Carnoustie Dr,local,paved,2,NA,276.3497,276.3497229639332,8456,8479
1355815,NA,unclassified,loose,1,NA,113.2237,113.22371270949824,8161,8208
2300134,Prestwick St,local,paved,2,NA,60.664,60.66402018498988,8472,8456
2156294,private driveway,driveway,paved,2,NA,66.645,66.64498335083367,8020,8014
1536949,NA,unclassified,rough,2,NA,193.2103,193.21029127624368,8292,8330
2156315,McKenzie Rd,local,paved,2,NA,184.6679,184.66788853543332,8153,8132
1922311,Bach Rd,local,paved,2,NA,49.9458,49.94576659736166,7612,7628
2156217,McKenzie Rd,local,paved,2,NA,45.337,45.33703680215447,8135,8139
2156218,McKenzie Rd,local,paved,2,NA,350.4713,350.4712962583383,8139,8181
2155791,NA,resource,loose,2,NA,409.1651,409.1651112668755,8139,7971
1977764,Sutcliffe Crt,local,paved,2,NA,67.3127,67.31270991416311,8051,8037
2533303,Old Vernon Rd,collector,paved,1,NA,12.7031,12.703083287165702,7328,7333
2533302,Old Vernon Rd,collector,paved,1,NA,13.4015,13.401492454223348,7326,7328
2533308,Old Vernon Rd,collector,paved,1,NA,13.3417,13.34166406425373,7334,7326
2533304,Old Vernon Rd,collector,paved,1,NA,15.6162,15.616155897010382,7333,7342
2533317,Rutland Rd N,local,paved,1,NA,33.0801,33.080104670337604,7333,7336
2533314,Acland Rd,local,paved,1,NA,26.4379,26.43785165246218,7338,7334
2533309,Old Vernon Rd,collector,paved,1,NA,15.4,15.399999999906868,7344,7334
2533310,Rutland Rd N,local,paved,1,NA,34.052,34.052019029781015,7336,7342
2533313,Acland Rd,local,paved,1,NA,25.9083,25.90829982844558,7344,7338
2533305,Old Vernon Rd,collector,paved,1,NA,12.8763,12.876334882310145,7342,7350
2533307,Old Vernon Rd,collector,paved,1,NA,10.8407,10.840664186332353,7347,7344
2533306,Old Vernon Rd,collector,paved,1,NA,14.6014,14.60136979884767,7350,7347
2533312,Old Vernon Rd,collector,paved,1,NA,26.5149,26.51490147069618,7360,7347
2533311,Old Vernon Rd,collector,paved,1,NA,27.4591,27.459060435543684,7350,7360
1639906,Latta Rd,local,paved,2,NA,594.7127,594.7126858630959,7965,8107
1890338,Latta Rd,local,paved,2,NA,379.4746,379.47456555708163,8107,8234
1890340,Latta Rd,local,paved,2,NA,120.799,120.79897860010371,8234,8248
1890339,Latta Rd,local,paved,2,NA,135.7853,135.7853413298434,8248,8264
1556775,NA,unclassified,rough,2,NA,696.7479,696.7478604108616,8347,8248
2458948,Escena Dr,local,paved,2,NA,142.6422,142.64216588391966,8518,8493
2404707,Tallgrass Trail,local,paved,2,NA,61.0707,61.070698610393634,8509,8506
2587807,John Hindle Dr,local,paved,1,NA,14.0431,14.043147795284534,6972,6971
2587806,John Hindle Dr,local,paved,1,NA,18.0141,18.014059306984137,6981,6972
2587804,John Hindle Dr,local,paved,1,NA,12.5323,12.532295080999623,6989,6981
2587805,Hollywood Rd S,local,paved,1,NA,23.4389,23.43891475725891,6989,6984
2587803,Hollywood Rd S,local,paved,2,NA,496.436,496.43600760693766,7042,6984
2554693,University Way,local,paved,1,NA,21.5564,21.556437553631046,7013,7007
2554692,University Way,local,paved,1,NA,20.6148,20.61482384107869,7007,7018
2554695,Innovation Dr,local,paved,1,NA,20.1316,20.13156725137671,7010,7016
2554694,Innovation Dr,local,paved,1,NA,20.3578,20.35779948813125,7021,7010
2554688,University Way,local,paved,1,NA,12.4876,12.487632361587066,7013,7018
2554690,University Way,local,paved,1,NA,17.8213,17.82133552790411,7016,7013
2554689,University Way,local,paved,1,NA,12.4016,12.401612798364525,7021,7016
2174880,Hwy 97 N,arterial,paved,2,97,9.7564,9.756405331877843,7025,7024
2174885,Hwy 97 N,arterial,paved,2,97,559.4624,559.4624000241098,7092,7025
2554684,University Way,local,paved,1,NA,15,15,7029,7035
2554686,Hollywood Rd S,local,paved,1,NA,25.9561,25.956079230034867,7029,7042
2554691,Hollywood Rd S,local,paved,1,NA,26.5359,26.53593881883762,7042,7035
2554685,University Way,local,paved,1,NA,11.8849,11.884864324004713,7035,7038
2542461,NA,resource,loose,1,NA,68.5492,68.54923528893312,7132,7109
2542464,Hwy 97 N,arterial,paved,2,97,23.0544,23.0543558790879,7126,7118
2542465,Okanagan Rail Trail,trail,loose,1,NA,17.4044,17.404414727336814,7124,7126
2542467,Hwy 97 N,arterial,paved,2,97,23.3779,23.377927559966448,7124,7135
2542462,Okanagan Rail Trail,trail,loose,1,NA,132.0886,132.08860397475763,7126,7132
2542463,Hwy 97 N,arterial,paved,2,97,32.1157,32.11566759382682,7139,7126
2542460,NA,resource,loose,1,NA,113.3077,113.30771314754203,7184,7132
2542471,Okanagan Rail Trail,trail,loose,1,NA,664.9122,664.9121731452683,7009,7088
2538504,turning lane,yield,paved,1,NA,57.0104,57.01041167283004,7250,7214
2510297,Old Vernon Rd,collector,paved,1,NA,141.2367,141.23670080477217,7319,7281
2510305,Rutland Crt,local,paved,2,NA,98.464,98.463962773204,7281,7276
2533315,Old Vernon Rd,collector,paved,1,NA,28.7934,28.79340202200434,7326,7319
2538716,Hwy 97 N,arterial,paved,2,97,360.5912,360.59118863307395,7258,7268
2538500,Hwy 97 N,arterial,paved,2,97,487.748,487.7480210993001,7261,7250
2345649,Academy Way,local,paved,2,NA,154.223,154.22297722978033,6880,6850
2345648,Appaloosa Rd,local,paved,2,NA,121.7598,121.75984778663334,6850,6909
2345646,Academy Way,local,paved,2,NA,204.3379,204.33792643234693,6850,6837
2538719,Hwy 97 N,arterial,paved,2,97,37.1743,37.1742953262129,7268,7266
2538717,Penno Rd,local,paved,1,NA,39.8918,39.89177810183581,7268,7280
2538721,turning lane,yield,paved,1,NA,29.0735,29.07346695876649,7280,7266
2538718,Penno Rd,local,paved,2,NA,162.8023,162.80233293785437,7280,7321
2538720,Hwy 97 N,arterial,paved,2,97,270.9026,270.90264819799677,7266,7257
2407983,Alcan Rd,local,paved,2,NA,173.4313,173.43129468757678,7153,7261
2174884,Hwy 97 N,arterial,paved,2,97,180.0598,180.05976785502497,7252,7261
2542469,Lougheed Rd,local,paved,2,NA,83.9129,83.91285022559096,7047,7088
2542470,Lougheed Rd,local,paved,2,NA,263.2608,263.2608079503324,7088,7145
2542468,Okanagan Rail Trail,trail,loose,1,NA,979.669,979.6689615462199,7088,7124
2413622,Rutland Rd N,arterial,paved,2,NA,134.0827,134.08265365059998,7332,7325
1910062,Hartman Rd,local,paved,2,NA,155.735,155.73499066042422,7364,7415
1910063,Hartman Rd,local,paved,2,NA,38.4534,38.453401409924744,7361,7364
2413625,McCurdy Rd E,local,paved,2,NA,123.4563,123.45626046209117,7359,7389
2413623,McCurdy Rd E,collector,paved,2,NA,56.3376,56.33758882103455,7325,7359
2413624,McCurdy Rd E,collector,paved,2,NA,53.9206,53.92064659312065,7359,7386
1998182,Stremel Rd,strata,paved,2,NA,16.3764,16.37644848562107,6862,6874
1998181,Stremel Rd,strata,paved,2,NA,16.1836,16.183622338677374,6874,6883
1998180,Stremel Rd,strata,paved,2,NA,69.1364,69.13639367589687,6873,6874
1998179,Stremel Rd,strata,paved,2,NA,68.8649,68.86494979192703,6883,6876
1998183,Stremel Rd,strata,paved,2,NA,12.7762,12.77623997892854,6883,6890
2300139,Stremel Rd,local,paved,2,NA,198.4372,198.43719184420425,6873,6809
1998184,Stremel Rd,local,paved,2,NA,3.5732,3.573212699872972,6876,6873
1998178,Stremel Rd,local,paved,2,NA,103.3699,103.36993289161082,6923,6876
2512991,Stremel Rd,local,paved,2,NA,120.975,120.97496046692034,6809,6767
1561871,NA,alleyway,loose,1,NA,181.1565,181.15645903715756,7537,7594
2194225,private driveway,driveway,paved,2,NA,53.6972,53.697244854822486,6782,6800
2507732,Hwy 97 N,arterial,paved,2,97,123.2191,123.21911732125082,6870,6835
2507731,Hwy 97 N,arterial,paved,2,97,49.9144,49.91444616535455,6892,6870
2507733,turning lane,yield,paved,1,NA,80.6313,80.63131195959753,6888,6870
2490017,Loyd Rd,local,paved,2,NA,18.352,18.351955563342898,6892,6894
2507728,Loyd Rd,local,paved,2,NA,42.0926,42.09257702962591,6892,6888
2507727,Hwy 97 N,arterial,paved,2,97,47.5389,47.53890541450058,6903,6892
2507730,turning lane,yield,paved,1,NA,45.7709,45.77089233174472,6903,6888
2507729,Loyd Rd,local,paved,2,NA,31.4785,31.478477107436987,6888,6885
2415634,Totom Ave,local,paved,2,NA,81.7536,81.75360617109888,6879,6914
2415635,Totom Ave,local,paved,2,NA,66.5115,66.51145225412951,6914,6959
2415636,Totom Ave,restricted,paved,2,NA,86.669,86.6689998959915,6914,6908
1907318,Davie Rd,local,paved,2,NA,283.7608,283.76084158282885,6785,6775
1907314,Davie Rd,strata,paved,2,NA,42.9665,42.96654486937633,6785,6763
1907316,Davie Rd,local,paved,2,NA,66.6336,66.63359909978246,6779,6785
1907313,Saskatoon Rd,local,paved,2,NA,105.3744,105.37437252965863,6846,6815
1907317,Davie Rd,strata,paved,2,NA,39.398,39.39802377038597,6779,6757
1907315,Davie Rd,local,paved,2,NA,46.2082,46.208239451469304,6773,6779
2176197,Hwy 33 W,arterial,paved,4,33,60.6748,60.674798063052414,7199,7164
2419726,Rutland Rd N,arterial,paved,2,NA,183.3191,183.31909133884912,7391,7384
2156215,Shepherd Rd,local,paved,2,NA,56.0946,56.094631062229446,7189,7223
2155790,NA,alleyway,loose,1,NA,172.8047,172.8046976967881,7223,7210
2156216,Shepherd Rd,local,paved,2,NA,60.3806,60.38061957289412,7223,7262
2419725,Shepherd Rd,local,paved,2,NA,206.98,206.98003073013905,7384,7297
2419727,Rutland Rd N,arterial,paved,2,NA,169.8301,169.8301041159817,7384,7374
1964206,Josselyn Lane,local,paved,2,NA,177.2509,177.25089166025447,7037,7005
1964205,McWilliams Rd,local,paved,2,NA,59.001,59.00100830486104,7005,6980
1964204,McWilliams Rd,local,paved,2,NA,78.7845,78.78448870819477,7053,7005
2399474,Solly Crt,local,paved,2,NA,149.2643,149.26426597374638,7437,7435
1910061,Hartman Rd,local,paved,2,NA,54.4059,54.40593824206466,7332,7364
2587815,Discovery Ave,local,paved,2,NA,71.6617,71.66170525480692,6777,6743
2587823,Discovery Ave,strata,paved,1,NA,25.0568,25.056764832012913,6752,6753
2587828,Discovery Ave,strata,paved,1,NA,11.9536,11.953631456566589,6751,6752
2587827,Discovery Ave,strata,paved,1,NA,12.352,12.351983848591411,6754,6751
2587818,Discovery Ave,strata,paved,1,NA,7.6896,7.689603370766703,6754,6752
2587829,Discovery Ave,strata,paved,1,NA,16.8864,16.886446784302528,6753,6758
2587822,Discovery Ave,strata,paved,1,NA,7.4586,7.458606974550678,6753,6760
2587819,Discovery Ave,strata,paved,1,NA,11.055,11.05496910153342,6762,6754
2587824,Discovery Ave,strata,paved,1,NA,17.1398,17.139766655311384,6758,6760
2587821,Discovery Ave,strata,paved,1,NA,10.8206,10.820631784859941,6760,6765
2587826,University Way,strata,paved,1,NA,14.3413,14.341283066605591,6769,6762
2587820,Discovery Ave,strata,paved,1,NA,7.5158,7.515783724898698,6765,6762
2587825,University Way,strata,paved,1,NA,14.8375,14.837494566067667,6765,6769
2587813,Discovery Ave,local,paved,2,NA,86.8546,86.85464895452363,6771,6777
2587816,Athletics Crt,strata,paved,2,NA,32.609,32.60896854516325,6771,6788
2587814,Discovery Ave,local,paved,2,NA,13.8101,13.810141201172128,6777,6786
2587817,Athletics Crt,strata,paved,1,NA,97.0914,97.09141006460797,6788,6788
1938574,Research Rd,strata,paved,2,NA,177.8377,177.83768236236358,6794,6808
2587830,University Way,pedestrian,paved,2,NA,101.1714,101.17144124670932,6807,6834
2587832,University Walk,pedestrian,paved,2,NA,58.7697,58.76967947843377,6834,6831
2587833,University Walk,pedestrian,paved,2,NA,57.742,57.74195724076207,6834,6836
2587810,Alumni Ave,strata,paved,2,NA,260.7602,260.76023258891456,6854,6864
2587811,Transit Way,local,paved,2,NA,128.7749,128.7749074276335,6864,6917
2587808,John Hindle Dr,local,paved,1,NA,24.4008,24.400819658216992,6960,6971
2587809,John Hindle Dr,local,paved,1,NA,24.1812,24.181191037627567,6972,6960
2156308,Campion St,local,paved,2,NA,339.5782,339.57819251054957,6739,6741
2412502,Hollywood Rd N,local,paved,2,NA,141.5857,141.58570592793214,6851,6880
2415632,Hwy 97 N,arterial,paved,2,97,708.2129,708.212910975642,6900,7160
2507726,Hwy 97 N,arterial,paved,2,97,371.7651,371.76512358478885,7057,6903
2542473,Sexsmith Rd,collector,paved,2,NA,27.2329,27.23291606051973,7009,7026
2538507,Hwy 97 N,arterial,paved,2,97,556.4133,556.4132808456079,7227,7057
2527040,Hwy 97 N,arterial,paved,2,97,84.1848,84.18480610504292,7160,7183
2538714,Sexsmith Rd,collector,paved,2,NA,6.7703,6.77028285964726,7165,7169
2538503,Sexsmith Rd,collector,paved,1,NA,83.3556,83.35557671687926,7214,7169
2538715,Sexsmith Rd,collector,paved,1,NA,66.8241,66.82411935420896,7169,7204
2538486,Hwy 97 N,arterial,paved,2,97,161.5802,161.58023103603963,7183,7238
2538496,Sexsmith Rd,collector,paved,1,NA,42.5451,42.54513806535255,7204,7234
2538505,turning lane,yield,paved,1,NA,43.5417,43.54167086009525,7204,7227
2400536,Commercial Dr,local,paved,2,NA,136.5068,136.50676261259312,7285,7212
2538502,Sexsmith Rd,collector,paved,1,NA,30.0923,30.09231225746082,7241,7214
2538506,Hwy 97 N,arterial,paved,2,97,27.2584,27.258401750640573,7234,7227
2538491,Hwy 97 N,arterial,paved,2,97,12.3102,12.310205359884815,7241,7234
2538487,Hwy 97 N,arterial,paved,2,97,32.1109,32.11094797733357,7238,7249
2538495,turning lane,yield,paved,1,NA,72.7713,72.77130120415646,7238,7270
2538497,Sexsmith Rd,collector,paved,1,NA,14.192,14.192023745662238,7253,7241
2538501,Hwy 97 N,arterial,paved,2,97,38.185,38.18499167211331,7250,7241
2538492,Old Vernon Rd,collector,paved,1,NA,50.7162,50.71622716356562,7249,7270
2538489,Hwy 97 N,arterial,paved,2,97,11.6648,11.664788767871666,7249,7253
2538490,Hwy 97 N,arterial,paved,2,97,36.0807,36.08067400977706,7253,7258
2538485,Old Vernon Rd,collector,paved,1,NA,46.8751,46.875111914524076,7271,7253
2538494,turning lane,yield,paved,1,NA,47.4262,47.42621681512658,7271,7258
2538484,Old Vernon Rd,collector,paved,1,NA,18.7298,18.72976115723696,7281,7271
2538493,Old Vernon Rd,collector,paved,1,NA,159.8823,159.88227639073983,7270,7318
2510295,Rutland Crt,local,paved,2,NA,281.1063,281.10626570817107,7285,7287
2400537,Commercial Dr,local,paved,2,NA,40.2059,40.20591948115721,7296,7285
2538482,Rutland Rd N,arterial,paved,2,NA,203.5668,203.56680624389702,7291,7296
2400535,Rutland Rd N,local,paved,2,NA,310.3435,310.3434693858412,7296,7336
2533316,Old Vernon Rd,collector,paved,1,NA,28.1784,28.178360491555416,7318,7328
2538483,turning lane,yield,paved,1,NA,61.9982,61.99822229696525,7318,7336
1606530,NA,unclassified,rough,2,NA,1353.0068,1353.0068145598493,9037,8928
1306954,NA,unclassified,rough,2,NA,989.0412,989.0411697199036,8950,9007
1502000,NA,unclassified,rough,2,NA,525.1006,525.1005538293083,9030,9066
1595499,NA,unclassified,rough,2,NA,222.1109,222.11094375132637,9030,9055
1292414,NA,unclassified,rough,2,NA,247.1,247.0999775531174,9033,9037
1601096,NA,unclassified,rough,2,NA,106.8452,106.84515654655574,9066,9068
1116689,NA,unclassified,rough,2,NA,187.0901,187.09006664961902,9086,9066
1126773,NA,unclassified,rough,2,NA,457.5714,457.571422448953,9068,9080
1115447,NA,unclassified,rough,2,NA,173.8284,173.8284287970254,9080,9079
1489665,NA,unclassified,rough,2,NA,156.3125,156.31245783093493,9103,9086
1620875,NA,unclassified,rough,2,NA,194.1658,194.1658455232776,9114,9098
1115773,NA,unclassified,rough,2,NA,929.9798,929.9797820465521,8927,9015
1115825,Batta FSR,resource,loose,2,NA,985.691,985.6910124471655,8958,8934
1306566,NA,unclassified,rough,2,NA,727.8712,727.8711863430992,8945,9008
1303094,NA,unclassified,rough,2,NA,1015.427,1015.42699066821,8945,9015
1087491,Batta FSR,resource,loose,2,NA,324.2587,324.2587021695028,8966,8982
1626104,Batta FSR,resource,loose,2,NA,432.5564,432.556366672978,8982,9010
1626105,Batta FSR,resource,loose,2,NA,1197.1689,1197.1689402040968,9010,9110
1481043,NA,unclassified,rough,2,NA,1267.8281,1267.8281317449762,9029,9010
1115193,NA,unclassified,rough,2,NA,116.6171,116.61713110057147,9040,9029
1581607,NA,unclassified,rough,2,NA,674.1275,674.1274670321344,9111,9040
1303002,NA,unclassified,rough,2,NA,648.136,648.1359567941311,9055,9040
1114555,NA,unclassified,rough,2,NA,449.6632,449.6632410397388,9096,9093
1592835,NA,unclassified,rough,2,NA,529.309,529.3089717875876,8688,8775
1592860,NA,unclassified,loose,1,NA,26.4757,26.47566627454206,8775,8772
1307294,NA,unclassified,rough,2,NA,1008.9778,1008.9778137915625,8813,8949
1087185,NA,unclassified,rough,2,NA,1118.1333,1118.133324506424,8813,8882
1075535,NA,unclassified,rough,2,NA,464.722,464.72198213796497,8795,8813
1106989,NA,unclassified,rough,2,NA,375.029,375.0289814451452,8877,8928
1115091,NA,unclassified,rough,2,NA,669.0118,669.0118206533168,8928,8910
1602779,NA,unclassified,rough,2,NA,776.0091,776.0090697687783,8777,8877
1566402,NA,unclassified,rough,2,NA,258.6323,258.6323457063032,8777,8789
1600780,NA,unclassified,rough,2,NA,160.7809,160.78090915871115,8910,8927
1115767,NA,unclassified,rough,2,NA,87.5235,87.52347519519887,8927,8945
1594529,NA,unclassified,rough,2,NA,87.4479,87.44785061858812,8916,8927
1144594,NA,unclassified,rough,2,NA,156.7462,156.74622171302636,8792,8780
1539510,NA,unclassified,loose,1,NA,123.4443,123.44428962968345,8833,8843
1298753,NA,unclassified,loose,1,NA,20.5307,20.530721578741026,8829,8833
1360092,NA,unclassified,loose,1,NA,70.0779,70.0779268997365,8841,8845
1144284,NA,unclassified,loose,1,NA,444.677,444.67699758626725,8756,8812
1595286,NA,unclassified,rough,2,NA,416.2768,416.2768231339213,8832,8891
1567751,NA,unclassified,rough,2,NA,140.868,140.86799171377479,8807,8832
1497525,NA,unclassified,rough,2,NA,250.3144,250.31443111593705,8373,8369
1573532,NA,unclassified,rough,2,NA,380.097,380.09700849359115,8591,8662
1569604,NA,unclassified,rough,2,NA,202.802,202.8020276670784,8558,8591
1595102,NA,unclassified,loose,1,NA,299.6378,299.63778713411375,8662,8591
1595498,NA,unclassified,rough,2,NA,70.3019,70.301915432281,8662,8686
